film,year,wiki_url,oscar_winner,detail_url,producers,production_company,original_budget,converted_budget
The Lord of the Rings: The Return of the King,2003,http://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King,True,http://oscars.yipitdata.com/films/The_Lord_of_the_Rings:_The_Return_of_the_King,"Barrie M. Osborne , Peter Jackson , and Fran Walsh","New Line Cinema, WingNut Films",$94 million [ 5 ],94000000
Lost in Translation,2003,http://en.wikipedia.org/wiki/Lost_in_Translation_(film),False,http://oscars.yipitdata.com/films/Lost_in_Translation_(film),Ross Katz and Sofia Coppola,"Focus Features, American Zoetrope",$4 million [ 3 ],4000000
Master and Commander: The Far Side of the World,2003,http://en.wikipedia.org/wiki/Master_and_Commander:_The_Far_Side_of_the_World,False,http://oscars.yipitdata.com/films/Master_and_Commander:_The_Far_Side_of_the_World,"Samuel Goldwyn, Jr. , Peter Weir , and Duncan Henderson","20th Century Fox, Miramax, Universal, Samuel Goldlwyn Films",$150 million [ 3 ],150000000
Mystic River,2003,http://en.wikipedia.org/wiki/Mystic_River_(film),False,http://oscars.yipitdata.com/films/Mystic_River_(film),"Robert Lorenz , Judie G. Hoyt, and Clint Eastwood","Warner Bros.,Village Roadshow Pictures, Malpaso",$30 million [ 2 ] [ 3 ],30000000
Seabiscuit,2003,http://en.wikipedia.org/wiki/Seabiscuit_(film),False,http://oscars.yipitdata.com/films/Seabiscuit_(film),"Kathleen Kennedy , Frank Marshall , and Gary Ross","DreamWorks, Universal, Spyglass Entertainment, Kennedy/Marshall Productions",$87 million,87000000
Million Dollar Baby,2004,http://en.wikipedia.org/wiki/Million_Dollar_Baby,True,http://oscars.yipitdata.com/films/Million_Dollar_Baby,"Clint Eastwood , Albert S. Ruddy , and Tom Rosenberg","Warner Bros., Lakeshore Entertainment, Malpaso",$30 million [ 1 ] [ 2 ],30000000
The Aviator,2004,http://en.wikipedia.org/wiki/The_Aviator_(2004_film),False,http://oscars.yipitdata.com/films/The_Aviator_(2004_film),Michael Mann and Graham King,"Warner Bros., Miramax, Forward Pass, Appian Way",$110 million,110000000
Finding Neverland,2004,http://en.wikipedia.org/wiki/Finding_Neverland_(film),False,http://oscars.yipitdata.com/films/Finding_Neverland_(film),Richard N. Gladstein and Nellie Bellflower,"Miramax, Filmcolony",$25 million,25000000
Ray,2004,http://en.wikipedia.org/wiki/Ray_(film),False,http://oscars.yipitdata.com/films/Ray_(film),"Taylor Hackford , Stuart Benjamin , and Howard Baldwin","Universal, Britsol Bay Productions, Anvil Films",$40 million [ 1 ],40000000
Sideways,2004,http://en.wikipedia.org/wiki/Sideways,False,http://oscars.yipitdata.com/films/Sideways,Michael London,Fox Searchlight,$16 million,16000000
Crash,2005,http://en.wikipedia.org/wiki/Crash_(2004_film),True,http://oscars.yipitdata.com/films/Crash_(2004_film),Paul Haggis and Cathy Schulman,"Lionsgate , BlackFriar's Bridge, Harris Company, ApolloProScreen",$6.5 million [ 2 ],6500000
Brokeback Mountain,2005,http://en.wikipedia.org/wiki/Brokeback_Mountain,False,http://oscars.yipitdata.com/films/Brokeback_Mountain,Diana Ossana and James Schamus,"Focus Features, River Road Entertainment",$14 million [ 1 ],14000000
Capote,2005,http://en.wikipedia.org/wiki/Capote_(film),False,http://oscars.yipitdata.com/films/Capote_(film),"Caroline Baron , William Vince , and Michael Ohoven","Sony Pictures Classics, United Artists, A-Line Pictures, Cooper's Town Productions, Infinity Media",$7 million [ 2 ],7000000
"Good Night, and Good Luck",2005,"http://en.wikipedia.org/wiki/Good_Night,_and_Good_Luck",False,"http://oscars.yipitdata.com/films/Good_Night,_and_Good_Luck",Grant Heslov,"Warner Independent , Section Eight Productions , 2929 Entertainment",$7 million [ 1 ],7000000
Munich,2005,http://en.wikipedia.org/wiki/Munich_(film),False,http://oscars.yipitdata.com/films/Munich_(film),"Steven Spielberg , Kathleen Kennedy , and Barry Mendel","DreamWorks, Universal, Amblin Entertainment, Kennedy/Marshall Productions",$70 million [ 1 ],70000000
The Departed,2006,http://en.wikipedia.org/wiki/The_Departed,True,http://oscars.yipitdata.com/films/The_Departed,Graham King,"Warner Bros., Plan B Pictures, Initial Entertainment Group, Vertigo Entertainment",$90 million [ 1 ],90000000
Babel,2006,http://en.wikipedia.org/wiki/Babel_(film),False,http://oscars.yipitdata.com/films/Babel_(film),"Alejandro González Iñárritu , Steve Golin , and Jon Kilik","Paramount Vantage , Anonymous Content, Zeta Film",$25 million,25000000
Letters from Iwo Jima [K],2006,http://en.wikipedia.org/wiki/Letters_from_Iwo_Jima,False,http://oscars.yipitdata.com/films/Letters_from_Iwo_Jima,"Clint Eastwood , Steven Spielberg , and Robert Lorenz","DreamWorks, Warner Bros., Malpaso, Amblin Entertainment",$19 million [ 2 ],19000000
Little Miss Sunshine,2006,http://en.wikipedia.org/wiki/Little_Miss_Sunshine,False,http://oscars.yipitdata.com/films/Little_Miss_Sunshine,"David T. Friendly , Peter Saraf , and Marc Turtletaub","Fox Searchlight, Big Beach, Deep River Productions",$8 million,8000000
The Queen,2006,http://en.wikipedia.org/wiki/The_Queen_(film),False,http://oscars.yipitdata.com/films/The_Queen_(film),"Andy Harries , Christine Langan , and Tracey Seaward","Miramax, Granada Productions",£9.8 million ($15 million),12740000
No Country for Old Men,2007,http://en.wikipedia.org/wiki/No_Country_for_Old_Men_(film),True,http://oscars.yipitdata.com/films/No_Country_for_Old_Men_(film),"Scott Rudin , Joel Coen, and Ethan Coen","Paramount Vantage, Miramax, Mike Zoss Productions",$25 million,25000000
Atonement,2007,http://en.wikipedia.org/wiki/Atonement_(film),False,http://oscars.yipitdata.com/films/Atonement_(film),"Tim Bevan , Eric Fellner , and Paul Webster","Universal, Working Title",$30 million [ citation needed ],30000000
Juno,2007,http://en.wikipedia.org/wiki/Juno_(film),False,http://oscars.yipitdata.com/films/Juno_(film),"Lianne Halfon , Mason Novick , and Russell Smith","Fox Searchlight, Mr. Mudd",$6.5 [ 1 ] –$7 million [ 2 ],6500000
Michael Clayton,2007,http://en.wikipedia.org/wiki/Michael_Clayton_(film),False,http://oscars.yipitdata.com/films/Michael_Clayton_(film),"Jennifer Fox , Kerry Orent, and Sydney Pollack","Warner Bros., Castle Rock Entertainment, Section Eight Productions, Mirage Enterprises",$25 million,25000000
There Will Be Blood,2007,http://en.wikipedia.org/wiki/There_Will_Be_Blood,False,http://oscars.yipitdata.com/films/There_Will_Be_Blood,"Paul Thomas Anderson , Daniel Lupi , and JoAnne Sellar","Paramount Vantage, Miramax",$25 million [ 1 ],25000000
Slumdog Millionaire [O],2008,http://en.wikipedia.org/wiki/Slumdog_Millionaire,True,http://oscars.yipitdata.com/films/Slumdog_Millionaire,Christian Colson,"Fox Searchlight, Warner Bros., Celador, Film4",$15 million [ 4 ],15000000
The Curious Case of Benjamin Button,2008,http://en.wikipedia.org/wiki/The_Curious_Case_of_Benjamin_Button_(film),False,http://oscars.yipitdata.com/films/The_Curious_Case_of_Benjamin_Button_(film),"Kathleen Kennedy , Frank Marshall , and Cean Chaffin","Paramount, Warner Bros., Kennedy/Marshall Productions",$150 million [ 1 ] [ 2 ],150000000
Frost/Nixon,2008,http://en.wikipedia.org/wiki/Frost/Nixon_(film),False,http://oscars.yipitdata.com/films/Frost/Nixon_(film),"Ron Howard , Brian Grazer , and Eric Fellner","Universal, Imagine Entertainment, Working Title",$25 million,25000000
Milk,2008,http://en.wikipedia.org/wiki/Milk_(film),False,http://oscars.yipitdata.com/films/Milk_(film),Bruce Cohen and Dan Jinks,"Focus Features, Jinks/Cohen Co., Groundswell",$20 million,20000000
The Reader,2008,http://en.wikipedia.org/wiki/The_Reader_(2008_film),False,http://oscars.yipitdata.com/films/The_Reader_(2008_film),"Anthony Minghella , Sydney Pollack , Donna Gigliotti , and Redmond Morris","The Weinstein Co. , Mirage, Neunte Babelsberg Film",$32 million [ 3 ],32000000
The Hurt Locker,2009,http://en.wikipedia.org/wiki/The_Hurt_Locker,True,http://oscars.yipitdata.com/films/The_Hurt_Locker,"Kathryn Bigelow , Mark Boal , Nicolas Chartier , and Greg Shapiro","Summit Entertainment , Voltage Pictures , First Light Productions, Kingsgate Films",$15 million [ 1 ],15000000
Avatar,2009,http://en.wikipedia.org/wiki/Avatar_(2009_film),False,http://oscars.yipitdata.com/films/Avatar_(2009_film),James Cameron and Jon Landau,"20th Century Fox, Lightstorm Entertainment, Dune Entertainment , Ingenious Media",$237 million [ 3 ] $9 million+ (re-release) [ 4 ],237000000
The Blind Side,2009,http://en.wikipedia.org/wiki/The_Blind_Side_(film),False,http://oscars.yipitdata.com/films/The_Blind_Side_(film),"Gil Netter, Andrew A. Kosove, and Broderick Johnson","Warner Bros., Alcon Entertainment",$29 million [ 1 ],29000000
District 9,2009,http://en.wikipedia.org/wiki/District_9,False,http://oscars.yipitdata.com/films/District_9,Peter Jackson and Carolynne Cunningham,"Tristar, WingNut Films",$30 million [ 3 ],30000000
An Education,2009,http://en.wikipedia.org/wiki/An_Education,False,http://oscars.yipitdata.com/films/An_Education,Finola Dwyer and Amanda Posey,"Sony Pictures Classics, Finola Dwyer Productions, Wildgaze Films",$7.5 million [ 2 ],7500000
Inglourious Basterds,2009,http://en.wikipedia.org/wiki/Inglourious_Basterds,False,http://oscars.yipitdata.com/films/Inglourious_Basterds,Lawrence Bender,"The Weinstein Co., Universal, Band Apart, Zehnte Babelsberg Film",$70 million [ 5 ],70000000
"Precious: Based on the Novel ""Push"" by Sapphire",2009,http://en.wikipedia.org/wiki/Precious_(film),False,http://oscars.yipitdata.com/films/Precious_(film),"Lee Daniels , Sarah Siegel-Magness, and Gary Magness","Lionsgate, Lee Daniels Entertainment, Smokewood Entertainment",$10 million [ 1 ],10000000
A Serious Man,2009,http://en.wikipedia.org/wiki/A_Serious_Man,False,http://oscars.yipitdata.com/films/A_Serious_Man,Joel Coen and Ethan Coen,"Focus Features, Working Title, Mike Zoss Productions",$7 million,7000000
Up,2009,http://en.wikipedia.org/wiki/Up_(2009_film),False,http://oscars.yipitdata.com/films/Up_(2009_film),Jonas Rivera,"Disney, Pixar",$175 million [ 1 ],175000000
Up in the Air,2009,http://en.wikipedia.org/wiki/Up_in_the_Air_(2009_film),False,http://oscars.yipitdata.com/films/Up_in_the_Air_(2009_film),"Daniel Dubiecki , Ivan Reitman , and Jason Reitman","Paramount, The Montecito Picture Company",$25 million [ 1 ] [ 2 ],25000000
The King's Speech,2010,http://en.wikipedia.org/wiki/The_King%27s_Speech,True,http://oscars.yipitdata.com/films/The_King%2527s_Speech,"Iain Canning , Emile Sherman, and Gareth Unwin","The Weinstein Co., Momentum Pictures , UK Film Council , See-Saw Films , Bedlam Productions",$15 million [ 3 ],15000000
127 Hours,2010,http://en.wikipedia.org/wiki/127_Hours,False,http://oscars.yipitdata.com/films/127_Hours,"Danny Boyle , John Smithson , and Christian Colson","Fox Searchlight, Pathé , Dune Entertainment, Everest Entertainment",$18 million [ 1 ],18000000
Black Swan,2010,http://en.wikipedia.org/wiki/Black_Swan_(film),False,http://oscars.yipitdata.com/films/Black_Swan_(film),"Scott Franklin , Mike Medavoy , and Brian Oliver","Fox Searchlight, Dune Entertainment, Cross Creek Pictures, Phoenix Pictures",$13 million [ 1 ],13000000
The Fighter,2010,http://en.wikipedia.org/wiki/The_Fighter,False,http://oscars.yipitdata.com/films/The_Fighter,"David Hoberman , Todd Lieberman , and Mark Wahlberg","The Weinstein Co., Paramount, Mandeville Films",$25 million [ 3 ],25000000
Inception,2010,http://en.wikipedia.org/wiki/Inception,False,http://oscars.yipitdata.com/films/Inception,Christopher Nolan and Emma Thomas,"Warner Bros., Legendary Pictures , Syncopy",$160 million [ 3 ],160000000
The Kids Are All Right,2010,http://en.wikipedia.org/wiki/The_Kids_Are_All_Right_(film),False,http://oscars.yipitdata.com/films/The_Kids_Are_All_Right_(film),"Gary Gilbert , Jeffrey Levy-Hinte , and Celine Rattray","Focus Features, Gilbert Films",$4 million [ 1 ],4000000
The Social Network,2010,http://en.wikipedia.org/wiki/The_Social_Network,False,http://oscars.yipitdata.com/films/The_Social_Network,"Dana Brunetti , Ceán Chaffin, Michael De Luca , and Scott Rudin","Columbia, Scott Rudin Productions, Trigger Street Productions",$40 million [ 2 ],40000000
Toy Story 3,2010,http://en.wikipedia.org/wiki/Toy_Story_3,False,http://oscars.yipitdata.com/films/Toy_Story_3,Darla K. Anderson,"Disney, Pixar",$200 million [ 1 ],200000000
True Grit,2010,http://en.wikipedia.org/wiki/True_Grit_(2010_film),False,http://oscars.yipitdata.com/films/True_Grit_(2010_film),"Joel Coen, Ethan Coen , and Scott Rudin","Paramount, Skydance Productions , Mike Zoss Productions",$38 million [ 1 ],38000000
Winter's Bone,2010,http://en.wikipedia.org/wiki/Winter%27s_Bone,False,http://oscars.yipitdata.com/films/Winter%2527s_Bone,Alix Madigan and Anne Rosellini,Roadside Attractions,$2 million [ 2 ],2000000
The Artist,2011,http://en.wikipedia.org/wiki/The_Artist_(film),True,http://oscars.yipitdata.com/films/The_Artist_(film),Thomas Langmann,"The Weinstein Co., Warner Bros., Entertainment Film Distributors , La Petite Reine, ARP Sélection, Studio 37, La Class Americane, France 3 Cinema , U Film , Jouror Productions, JD Prod, Wild Bunch",$15 million,15000000
The Descendants,2011,http://en.wikipedia.org/wiki/The_Descendants,False,http://oscars.yipitdata.com/films/The_Descendants,"Jim Burke , Alexander Payne , and Jim Taylor",Fox Searchlight,$20 million [ 3 ],20000000
Extremely Loud and Incredibly Close,2011,http://en.wikipedia.org/wiki/Extremely_Loud_and_Incredibly_Close_(film),False,http://oscars.yipitdata.com/films/Extremely_Loud_and_Incredibly_Close_(film),Scott Rudin,"Warner Bros., Scott Rudin Productions",$40 million,40000000
The Help,2011,http://en.wikipedia.org/wiki/The_Help_(film),False,http://oscars.yipitdata.com/films/The_Help_(film),"Brunson Green , Chris Columbus , and Michael Barnathan","DreamWorks, Touchstone, Participant Media, Imageation Abu Dahbi",$25 million [ 1 ],25000000
Hugo,2011,http://en.wikipedia.org/wiki/Hugo_(film),False,http://oscars.yipitdata.com/films/Hugo_(film),Graham King and Martin Scorsese,"Paramount, GK Films , Infinitum Nihil",$150-170 million [ 3 ],150000000
Midnight in Paris,2011,http://en.wikipedia.org/wiki/Midnight_in_Paris,False,http://oscars.yipitdata.com/films/Midnight_in_Paris,Letty Aronson and Stephen Tenenbaum,Sony Pictures Classics,$17 million [ 2 ],17000000
Moneyball,2011,http://en.wikipedia.org/wiki/Moneyball_(film),False,http://oscars.yipitdata.com/films/Moneyball_(film),"Michael De Luca , Rachael Horovitz , and Brad Pitt","Columbia, Scott Rudin Productions, Michael De Luca Productions",$50 million [ 2 ],50000000
The Tree of Life,2011,http://en.wikipedia.org/wiki/The_Tree_of_Life_(film),False,http://oscars.yipitdata.com/films/The_Tree_of_Life_(film),"Sarah Green , Bill Pohlad , Dede Gardner , and Grant Hill","Fox Searchlight, River Road Entertainment",$32 million [ 2 ],32000000
War Horse,2011,http://en.wikipedia.org/wiki/War_Horse_(film),False,http://oscars.yipitdata.com/films/War_Horse_(film),Steven Spielberg and Kathleen Kennedy,"DreamWorks, Touchstone, Amblin Entertainment",$66 million,66000000
Argo,2012,http://en.wikipedia.org/wiki/Argo_(2012_film),True,http://oscars.yipitdata.com/films/Argo_(2012_film),"Grant Heslov , Ben Affleck , and George Clooney","Warner Bros., GK Films, Smoke House Pictures",$44.5 million [ 2 ],44500000
Amour [K],2012,http://en.wikipedia.org/wiki/Amour_(2012_film),False,http://oscars.yipitdata.com/films/Amour_(2012_film),"Margaret Menegoz , Stefan Arndt , Veit Heiduschka , and Michael Katz","Sony Pictures Classics, Les Films du Losange, X Filme Creative Pool, Wega Film Production",$ 8.9 million [ 3 ],8900000
Beasts of the Southern Wild,2012,http://en.wikipedia.org/wiki/Beasts_of_the_Southern_Wild,False,http://oscars.yipitdata.com/films/Beasts_of_the_Southern_Wild,"Dan Janvey, Josh Penn, and Michael Gottwald","Fox Searchlight, Cinereach",$1.8 million,1800000
Django Unchained,2012,http://en.wikipedia.org/wiki/Django_Unchained,False,http://oscars.yipitdata.com/films/Django_Unchained,"Stacey Sher , Reginald Hudlin , and Pilar Savone","The Weinstein Co., Columbia, Band Apart",$100 million [ 2 ],100000000
Les Misérables,2012,http://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film),False,http://oscars.yipitdata.com/films/Les_Mis%C3%A9rables_(2012_film),"Tim Bevan , Eric Fellner , Debra Hayward , and Cameron Mackintosh","Universal, Working Title, Cameron Mackintosh Limited",0,0
Life of Pi,2012,http://en.wikipedia.org/wiki/Life_of_Pi_(film),False,http://oscars.yipitdata.com/films/Life_of_Pi_(film),"Gil Netter, Ang Lee , and David Womark","20th Century Fox, Dune Entertainment, Ingenious Media, Haishang Films",US$120 million [ 8 ],120000000
Lincoln,2012,http://en.wikipedia.org/wiki/Lincoln_(2012_film),False,http://oscars.yipitdata.com/films/Lincoln_(2012_film),Steven Spielberg and Kathleen Kennedy,"DreamWorks, Touchstone, 20th Century Fox, Amblin Entertainment",$65 million [ 3 ],65000000
Silver Linings Playbook,2012,http://en.wikipedia.org/wiki/Silver_Linings_Playbook,False,http://oscars.yipitdata.com/films/Silver_Linings_Playbook,"Donna Gigliotti , Bruce Cohen , and Jonathan Gordon",The Weinstein Co.,$21 million [ 2 ],21000000
Zero Dark Thirty,2012,http://en.wikipedia.org/wiki/Zero_Dark_Thirty,False,http://oscars.yipitdata.com/films/Zero_Dark_Thirty,"Mark Boal , Kathryn Bigelow , and Megan Ellison","Columbia, Annapurna Pictures",$40 million [ 2 ],40000000
12 Years a Slave,2013,http://en.wikipedia.org/wiki/12_Years_a_Slave_(film),True,http://oscars.yipitdata.com/films/12_Years_a_Slave_(film),"Brad Pitt , Dede Gardner , Jeremy Kleiner , Steve McQueen , and Anthony Katagas","Fox Searchlight, Regency Enterprises , River Road Entertainment, Plan B Entertainment , New Regency, Film4 Productions",$22 million [ 2 ],22000000
American Hustle,2013,http://en.wikipedia.org/wiki/American_Hustle,False,http://oscars.yipitdata.com/films/American_Hustle,"Charles Roven , Richard Suckle, Megan Ellison , and Jonathan Gordon","Columbia, Atlas Entertainment , Annapurna Pictures",$40 million [ 2 ],40000000
Captain Phillips,2013,http://en.wikipedia.org/wiki/Captain_Phillips_(film),False,http://oscars.yipitdata.com/films/Captain_Phillips_(film),"Scott Rudin , Dana Brunetti , and Michael De Luca","Columbia, Michael De Luca Productions, Scott Rudin Productions, Trigger Street",$55 million,55000000
Dallas Buyers Club,2013,http://en.wikipedia.org/wiki/Dallas_Buyers_Club,False,http://oscars.yipitdata.com/films/Dallas_Buyers_Club,Robbie Brenner and Rachel Winter,"Focus Features, Truth Entertainment, Voltage Pictures",$5 million [ 1 ],5000000
Gravity,2013,http://en.wikipedia.org/wiki/Gravity_(film),False,http://oscars.yipitdata.com/films/Gravity_(film),Alfonso Cuarón and David Heyman,"Warner Bros., Esperanto Filmoj , Heyday Films",$100 million [ 3 ],100000000
Her,2013,http://en.wikipedia.org/wiki/Her_(film),False,http://oscars.yipitdata.com/films/Her_(film),"Megan Ellison , Spike Jonze , and Vincent Landay","Warner Bros., Entertainment Film Distributors, Annapurna Pictures",$23 million [ 2 ],23000000
Nebraska,2013,http://en.wikipedia.org/wiki/Nebraska_(film),False,http://oscars.yipitdata.com/films/Nebraska_(film),Albert Berger and Ron Yerxa,"Paramount Vantage, FilmNation Entertainment",$12 million [ 1 ],12000000
Philomena,2013,http://en.wikipedia.org/wiki/Philomena_(film),False,http://oscars.yipitdata.com/films/Philomena_(film),"Gabrielle Tana, Steve Coogan , and Tracey Seaward","The Weinstein Co., Pathé, BBC Films , British Film Institute, Canal+ , Cine+ , Baby Cow Productions , Magnolia Mae Films",$12 million [ 2 ],12000000
The Wolf of Wall Street,2013,http://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film),False,http://oscars.yipitdata.com/films/The_Wolf_of_Wall_Street_(2013_film),"Martin Scorsese , Leonardo DiCaprio , Joey McFarland , and Emma Tillinger Koskoff","Paramount, Universal, Red Granite Pictures , Appian Way Productions , Sikelia Productions, Emjag Productions",$100 million [ 2 ] [ 3 ],100000000
Birdman or (The Unexpected Virtue of Ignorance),2014,http://en.wikipedia.org/wiki/Birdman_(film),True,http://oscars.yipitdata.com/films/Birdman_(film),"Alejandro G. Iñárritu , John Lesher and James W. Skotchdopole","Fox Searchlight, Regency Enterprises, Worldview Entertainment",$16.5-18 million [ 2 ] [ 3 ],16500000
American Sniper,2014,http://en.wikipedia.org/wiki/American_Sniper,False,http://oscars.yipitdata.com/films/American_Sniper,"Clint Eastwood , Andrew Lazar , Robert Lorenz , Bradley Cooper , and Peter Morgan","Warner Bros., Village Roadshow Pictures , Mad Chance Productions, 22nd and Indiana Pictures, Malpaso",$58.8 million [ 3 ] [ 4 ] [ 5 ],58800000
Boyhood,2014,http://en.wikipedia.org/wiki/Boyhood_(film),False,http://oscars.yipitdata.com/films/Boyhood_(film),Richard Linklater and Cathleen Sutherland,IFC Films,$4 million [ 2 ],4000000
The Grand Budapest Hotel,2014,http://en.wikipedia.org/wiki/The_Grand_Budapest_Hotel,False,http://oscars.yipitdata.com/films/The_Grand_Budapest_Hotel,"Wes Anderson , Scott Rudin , Steven Rales , and Jeremy Dawson","Fox Searchlight, American Empirical Pictures, Indian Paintbrush , Babelsberg Studio",€ 23 million [ 3 ] (US$30 million),25300000
The Imitation Game,2014,http://en.wikipedia.org/wiki/The_Imitation_Game,False,http://oscars.yipitdata.com/films/The_Imitation_Game,"Nora Grossman , Ido Ostrowsky , and Teddy Schwarzman","The Weinstein Co., Black Bear Pictures, Bristol Automotive, StudioCanal",$14 million [ 4 ],14000000
Selma,2014,http://en.wikipedia.org/wiki/Selma_(film),False,http://oscars.yipitdata.com/films/Selma_(film),"Christian Colson , Oprah Winfrey , Dede Gardner , and Jeremy Kleiner","Paramount, Pathé, Cloud Eight Films, Plan B Entertainment , Harpo Films",$20 million [ 2 ],20000000
The Theory of Everything,2014,http://en.wikipedia.org/wiki/The_Theory_of_Everything_(2014_film),False,http://oscars.yipitdata.com/films/The_Theory_of_Everything_(2014_film),"Tim Bevan , Eric Fellner , Lisa Bruce , and Anthony McCarten","Focus Features, Working Title",$15 million [ 3 ],15000000
Whiplash,2014,http://en.wikipedia.org/wiki/Whiplash_(2014_film),False,http://oscars.yipitdata.com/films/Whiplash_(2014_film),"Jason Blum , Helen Estabrook, and David Lancaster","Sony Pictures Classics, Bold Films , Blumhouse Productions , Right of Way Films",$3.3 million [ 2 ],3300000
